Log_ID,Equipment_ID,Base_ID,Service_Date,Service_Type,Technician_Rank,Labor_Hours,Parts_Replaced,Cost_INR,Downtime_Days
ML-5223,EQ-1076,B04,2026-06-04,Emergency Repair,Havildar Tech,24,"Starter Motor, Battery",86532,1
ML-5224,EQ-1076,B04,2026-04-25,Pre-Mission Inspection,Naik Mech,4,"Injector Nozzle, Fuel Filter",82227,1
ML-5225,EQ-1076,B04,2026-02-08,Oil & Filter Overhaul,Havildar Tech,4,"Oil Filter, Gaskets",104039,1
ML-5226,EQ-1077,B08,2026-05-25,Oil & Filter Overhaul,Naik Mech,6,"Tire Assembly, Hub Bearing",56912,1
ML-5227,EQ-1077,B08,2026-02-04,Corrective Repair,Havildar Tech,12,"Tire Assembly, Hub Bearing",60554,1
ML-5228,EQ-1077,B08,2025-11-22,Oil & Filter Overhaul,Warrant Officer,16,"Sensors, Wiring Harness",60664,1
ML-5229,EQ-1077,B08,2025-08-18,Routine Preventive,Naik Mech,6,"Alternator, Belt Drive",61684,1
ML-5230,EQ-1078,B04,2026-06-28,Pre-Mission Inspection,Warrant Officer,6,"Sensors, Wiring Harness",32727,1
ML-5231,EQ-1078,B04,2026-05-14,Routine Preventive,Havildar Tech,6,"Tire Assembly, Hub Bearing",27611,1
ML-5232,EQ-1079,B04,2026-06-07,Oil & Filter Overhaul,Warrant Officer,16,"Brake Pads, Hydraulic Line",12871,1
ML-5233,EQ-1079,B04,2026-04-18,Routine Preventive,Warrant Officer,4,"Sensors, Wiring Harness",11023,1
ML-5234,EQ-1080,B04,2026-06-24,Pre-Mission Inspection,Havildar Tech,12,"Alternator, Belt Drive",12928,1
ML-5235,EQ-1080,B04,2026-04-17,Emergency Repair,Warrant Officer,16,"Brake Pads, Hydraulic Line",15522,7
ML-5236,EQ-1081,B03,2026-05-05,Emergency Repair,Subedar Tech,8,"Starter Motor, Battery",51871,3
ML-5237,EQ-1081,B03,2026-02-22,Corrective Repair,Naik Mech,4,"Oil Filter, Gaskets",55888,7
ML-5238,EQ-1081,B03,2025-11-25,Oil & Filter Overhaul,Subedar Tech,4,"Tire Assembly, Hub Bearing",65987,1
ML-5239,EQ-1081,B03,2025-08-18,Oil & Filter Overhaul,Naik Mech,12,"Oil Filter, Gaskets",43080,1
ML-5240,EQ-1082,B02,2026-07-24,Routine Preventive,Naik Mech,12,"Alternator, Belt Drive",78579,1
ML-5241,EQ-1082,B02,2026-06-08,Routine Preventive,Naik Mech,12,"Tire Assembly, Hub Bearing",86224,1
ML-5242,EQ-1082,B02,2026-05-17,Oil & Filter Overhaul,Warrant Officer,6,"Sensors, Wiring Harness",55872,1
ML-5243,EQ-1083,B08,2026-06-22,Corrective Repair,Havildar Tech,6,"Brake Pads, Hydraulic Line",17111,2
ML-5244,EQ-1083,B08,2026-04-11,Pre-Mission Inspection,Subedar Tech,12,"Brake Pads, Hydraulic Line",13829,1
ML-5245,EQ-1084,B08,2026-06-24,Pre-Mission Inspection,Sergeant,48,"Tire Assembly, Hub Bearing",17170,1
ML-5246,EQ-1084,B08,2026-04-18,Routine Preventive,Havildar Tech,4,"Injector Nozzle, Fuel Filter",11276,1
ML-5247,EQ-1085,B01,2026-07-11,Routine Preventive,Warrant Officer,12,"Tire Assembly, Hub Bearing",80719,1
ML-5248,EQ-1085,B01,2026-06-11,Oil & Filter Overhaul,Subedar Tech,6,"Injector Nozzle, Fuel Filter",58592,1
ML-5249,EQ-1085,B01,2026-05-11,Oil & Filter Overhaul,Warrant Officer,4,"Starter Motor, Battery",82824,1
ML-5250,EQ-1085,B01,2026-04-12,Routine Preventive,Subedar Tech,12,"Oil Filter, Gaskets",82802,1
ML-5251,EQ-1086,B03,2026-05-06,Routine Preventive,Warrant Officer,48,"Alternator, Belt Drive",46582,1
ML-5252,EQ-1086,B03,2026-02-08,Corrective Repair,Havildar Tech,16,"Starter Motor, Battery",50236,2
ML-5253,EQ-1086,B03,2025-11-19,Corrective Repair,Sergeant,48,"Oil Filter, Gaskets",47836,5
ML-5254,EQ-1087,B03,2026-06-09,Corrective Repair,Subedar Tech,16,"Starter Motor, Battery",72281,2
ML-5255,EQ-1087,B03,2026-04-15,Routine Preventive,Sergeant,6,"Injector Nozzle, Fuel Filter",75034,1
ML-5256,EQ-1087,B03,2026-02-13,Pre-Mission Inspection,Havildar Tech,8,"Sensors, Wiring Harness",117156,1
ML-5257,EQ-1087,B03,2025-12-16,Emergency Repair,Warrant Officer,6,"Injector Nozzle, Fuel Filter",86357,3
ML-5258,EQ-1088,B01,2026-06-08,Pre-Mission Inspection,Havildar Tech,8,"Starter Motor, Battery",32304,1
ML-5259,EQ-1088,B01,2026-03-11,Corrective Repair,Subedar Tech,24,"Brake Pads, Hydraulic Line",31530,3
ML-5260,EQ-1088,B01,2026-01-05,Emergency Repair,Havildar Tech,4,"Radiator Core, Coolant",40796,3
ML-5261,EQ-1088,B01,2025-10-21,Oil & Filter Overhaul,Havildar Tech,4,"Radiator Core, Coolant",33566,1
ML-5262,EQ-1089,B05,2026-06-15,Routine Preventive,Subedar Tech,8,"Brake Pads, Hydraulic Line",10763,1
ML-5263,EQ-1089,B05,2026-04-20,Pre-Mission Inspection,Havildar Tech,6,"Brake Pads, Hydraulic Line",16729,1
ML-5264,EQ-1090,B02,2026-05-22,Routine Preventive,Subedar Tech,12,"Injector Nozzle, Fuel Filter",39178,1
ML-5265,EQ-1090,B02,2026-03-26,Corrective Repair,Havildar Tech,8,"Tire Assembly, Hub Bearing",36896,1
ML-5266,EQ-1090,B02,2026-01-04,Emergency Repair,Havildar Tech,8,"Brake Pads, Hydraulic Line",32094,3
ML-5267,EQ-1091,B06,2026-05-18,Pre-Mission Inspection,Warrant Officer,48,"Sensors, Wiring Harness",55415,1
ML-5268,EQ-1091,B06,2026-02-07,Emergency Repair,Subedar Tech,12,"Starter Motor, Battery",58938,1
ML-5269,EQ-1091,B06,2025-11-14,Pre-Mission Inspection,Sergeant,24,"Oil Filter, Gaskets",64633,1
ML-5270,EQ-1091,B06,2025-08-12,Routine Preventive,Warrant Officer,24,"Injector Nozzle, Fuel Filter",61931,1
ML-5271,EQ-1092,B01,2026-05-21,Routine Preventive,Warrant Officer,48,"Sensors, Wiring Harness",39887,1
ML-5272,EQ-1092,B01,2026-03-22,Routine Preventive,Sergeant,16,"Brake Pads, Hydraulic Line",31671,1
ML-5273,EQ-1093,B06,2026-07-15,Corrective Repair,Naik Mech,12,"Brake Pads, Hydraulic Line",62259,3
ML-5274,EQ-1093,B06,2026-06-10,Emergency Repair,Sergeant,8,"Alternator, Belt Drive",79094,1
ML-5275,EQ-1093,B06,2026-05-19,Emergency Repair,Sergeant,48,"Sensors, Wiring Harness",67762,3
ML-5276,EQ-1094,B06,2026-07-06,Emergency Repair,Sergeant,6,"Radiator Core, Coolant",29391,5
ML-5277,EQ-1094,B06,2026-05-20,Oil & Filter Overhaul,Naik Mech,12,"Radiator Core, Coolant",33078,1
ML-5278,EQ-1094,B06,2026-04-02,Oil & Filter Overhaul,Havildar Tech,24,"Brake Pads, Hydraulic Line",30286,1
ML-5279,EQ-1094,B06,2026-02-12,Corrective Repair,Naik Mech,48,"Starter Motor, Battery",21055,2
ML-5280,EQ-1095,B02,2026-05-11,Pre-Mission Inspection,Sergeant,12,"Alternator, Belt Drive",47452,1
ML-5281,EQ-1095,B02,2026-02-12,Pre-Mission Inspection,Sergeant,4,"Radiator Core, Coolant",56230,1
ML-5282,EQ-1095,B02,2025-11-07,Emergency Repair,Havildar Tech,24,"Brake Pads, Hydraulic Line",48262,3
ML-5283,EQ-1096,B08,2026-06-21,Oil & Filter Overhaul,Naik Mech,16,"Starter Motor, Battery",29746,1
ML-5284,EQ-1096,B08,2026-05-08,Pre-Mission Inspection,Subedar Tech,12,"Radiator Core, Coolant",28825,1
ML-5285,EQ-1097,B06,2026-06-09,Emergency Repair,Naik Mech,24,"Brake Pads, Hydraulic Line",74759,7
ML-5286,EQ-1097,B06,2026-04-22,Emergency Repair,Havildar Tech,12,"Alternator, Belt Drive",112805,2
ML-5287,EQ-1098,B01,2026-06-09,Corrective Repair,Sergeant,48,"Brake Pads, Hydraulic Line",16023,5
ML-5288,EQ-1098,B01,2026-04-05,Emergency Repair,Havildar Tech,12,"Tire Assembly, Hub Bearing",13577,1
ML-5289,EQ-1099,B04,2026-07-20,Corrective Repair,Naik Mech,12,"Radiator Core, Coolant",64387,5
ML-5290,EQ-1099,B04,2026-06-24,Corrective Repair,Havildar Tech,24,"Injector Nozzle, Fuel Filter",60489,7
ML-5291,EQ-1099,B04,2026-05-09,Emergency Repair,Subedar Tech,8,"Oil Filter, Gaskets",58462,7
ML-5292,EQ-1099,B04,2026-04-06,Routine Preventive,Havildar Tech,4,"Brake Pads, Hydraulic Line",54356,1
ML-5293,EQ-1100,B05,2026-05-22,Pre-Mission Inspection,Naik Mech,12,"Starter Motor, Battery",61517,1
ML-5294,EQ-1100,B05,2026-02-16,Emergency Repair,Subedar Tech,6,"Radiator Core, Coolant",62751,2
ML-5295,EQ-1100,B05,2025-11-25,Oil & Filter Overhaul,Naik Mech,6,"Tire Assembly, Hub Bearing",55270,1
ML-5296,EQ-1101,B01,2026-06-30,Emergency Repair,Havildar Tech,24,"Radiator Core, Coolant",25154,1
ML-5297,EQ-1101,B01,2026-05-24,Oil & Filter Overhaul,Subedar Tech,6,"Injector Nozzle, Fuel Filter",20527,1
ML-5298,EQ-1102,B07,2026-06-08,Routine Preventive,Warrant Officer,48,"Injector Nozzle, Fuel Filter",47255,1
ML-5299,EQ-1102,B07,2026-03-08,Corrective Repair,Sergeant,16,"Tire Assembly, Hub Bearing",37926,5
ML-5300,EQ-1102,B07,2025-12-30,Emergency Repair,Warrant Officer,48,"Injector Nozzle, Fuel Filter",40332,1
ML-5301,EQ-1102,B07,2025-10-14,Oil & Filter Overhaul,Havildar Tech,4,"Alternator, Belt Drive",37140,1
ML-5302,EQ-1103,B05,2026-07-08,Emergency Repair,Naik Mech,6,"Tire Assembly, Hub Bearing",20553,1
ML-5303,EQ-1103,B05,2026-05-10,Routine Preventive,Sergeant,8,"Alternator, Belt Drive",24632,1
ML-5304,EQ-1103,B05,2026-04-03,Corrective Repair,Havildar Tech,12,"Sensors, Wiring Harness",27666,5
ML-5305,EQ-1103,B05,2026-02-10,Emergency Repair,Warrant Officer,12,"Brake Pads, Hydraulic Line",30976,3
ML-5306,EQ-1104,B01,2026-05-18,Oil & Filter Overhaul,Warrant Officer,8,"Tire Assembly, Hub Bearing",63089,1
ML-5307,EQ-1104,B01,2026-02-21,Routine Preventive,Subedar Tech,24,"Starter Motor, Battery",43372,1
ML-5308,EQ-1105,B03,2026-06-25,Emergency Repair,Havildar Tech,16,"Injector Nozzle, Fuel Filter",26437,7
ML-5309,EQ-1105,B03,2026-05-24,Pre-Mission Inspection,Naik Mech,12,"Tire Assembly, Hub Bearing",27702,1
ML-5310,EQ-1106,B05,2026-06-08,Pre-Mission Inspection,Naik Mech,24,"Radiator Core, Coolant",12680,1
ML-5311,EQ-1106,B05,2026-04-19,Oil & Filter Overhaul,Naik Mech,24,"Alternator, Belt Drive",12066,1
ML-5312,EQ-1106,B05,2026-02-04,Routine Preventive,Subedar Tech,6,"Radiator Core, Coolant",17329,1
ML-5313,EQ-1106,B05,2025-12-09,Pre-Mission Inspection,Subedar Tech,16,"Sensors, Wiring Harness",13927,1
ML-5314,EQ-1107,B07,2026-05-22,Pre-Mission Inspection,Warrant Officer,24,"Starter Motor, Battery",57065,1
ML-5315,EQ-1107,B07,2026-02-17,Routine Preventive,Warrant Officer,48,"Alternator, Belt Drive",54288,1
ML-5316,EQ-1107,B07,2025-11-14,Pre-Mission Inspection,Havildar Tech,48,"Radiator Core, Coolant",51797,1
ML-5317,EQ-1108,B01,2026-06-22,Emergency Repair,Havildar Tech,6,"Brake Pads, Hydraulic Line",11910,5
ML-5318,EQ-1108,B01,2026-04-17,Pre-Mission Inspection,Subedar Tech,6,"Injector Nozzle, Fuel Filter",14451,1
ML-5319,EQ-1108,B01,2026-02-24,Routine Preventive,Naik Mech,24,"Injector Nozzle, Fuel Filter",12897,1
ML-5320,EQ-1108,B01,2025-12-16,Emergency Repair,Sergeant,48,"Alternator, Belt Drive",14728,7
ML-5321,EQ-1109,B03,2026-07-07,Routine Preventive,Subedar Tech,24,"Oil Filter, Gaskets",80787,1
ML-5322,EQ-1109,B03,2026-06-10,Routine Preventive,Subedar Tech,24,"Starter Motor, Battery",60895,1
ML-5323,EQ-1109,B03,2026-05-13,Oil & Filter Overhaul,Sergeant,4,"Sensors, Wiring Harness",83933,1
ML-5324,EQ-1110,B05,2026-06-11,Routine Preventive,Naik Mech,6,"Sensors, Wiring Harness",16370,1
ML-5325,EQ-1110,B05,2026-04-25,Routine Preventive,Havildar Tech,8,"Oil Filter, Gaskets",13782,1
ML-5326,EQ-1110,B05,2026-02-23,Pre-Mission Inspection,Naik Mech,8,"Brake Pads, Hydraulic Line",11848,1
ML-5327,EQ-1110,B05,2025-12-18,Emergency Repair,Subedar Tech,12,"Sensors, Wiring Harness",13427,1
ML-5328,EQ-1111,B03,2026-06-20,Corrective Repair,Subedar Tech,48,"Alternator, Belt Drive",15758,3
ML-5329,EQ-1111,B03,2026-04-25,Routine Preventive,Havildar Tech,16,"Injector Nozzle, Fuel Filter",14430,1
ML-5330,EQ-1112,B01,2026-06-25,Routine Preventive,Subedar Tech,4,"Alternator, Belt Drive",28909,1
ML-5331,EQ-1112,B01,2026-05-22,Oil & Filter Overhaul,Subedar Tech,16,"Tire Assembly, Hub Bearing",23005,1
ML-5332,EQ-1112,B01,2026-04-06,Oil & Filter Overhaul,Sergeant,6,"Brake Pads, Hydraulic Line",29261,1
ML-5333,EQ-1112,B01,2026-02-22,Emergency Repair,Subedar Tech,8,"Tire Assembly, Hub Bearing",32281,7
ML-5334,EQ-1113,B05,2026-07-06,Oil & Filter Overhaul,Naik Mech,16,"Brake Pads, Hydraulic Line",22720,1
ML-5335,EQ-1113,B05,2026-05-08,Routine Preventive,Havildar Tech,24,"Brake Pads, Hydraulic Line",22992,1
ML-5336,EQ-1113,B05,2026-03-25,Pre-Mission Inspection,Naik Mech,48,"Sensors, Wiring Harness",28737,1
ML-5337,EQ-1113,B05,2026-02-23,Corrective Repair,Subedar Tech,16,"Tire Assembly, Hub Bearing",27681,5
ML-5338,EQ-1114,B02,2026-07-20,Routine Preventive,Naik Mech,12,"Radiator Core, Coolant",77794,1
ML-5339,EQ-1114,B02,2026-06-09,Corrective Repair,Havildar Tech,8,"Radiator Core, Coolant",60602,2
ML-5340,EQ-1114,B02,2026-05-09,Emergency Repair,Warrant Officer,8,"Sensors, Wiring Harness",83653,1
ML-5341,EQ-1114,B02,2026-04-24,Pre-Mission Inspection,Subedar Tech,8,"Brake Pads, Hydraulic Line",86138,1
ML-5342,EQ-1115,B06,2026-06-24,Corrective Repair,Naik Mech,6,"Tire Assembly, Hub Bearing",14075,1
ML-5343,EQ-1115,B06,2026-04-09,Corrective Repair,Naik Mech,6,"Injector Nozzle, Fuel Filter",15048,3
ML-5344,EQ-1115,B06,2026-02-05,Emergency Repair,Subedar Tech,4,"Starter Motor, Battery",15556,1
ML-5345,EQ-1115,B06,2025-12-11,Pre-Mission Inspection,Naik Mech,12,"Starter Motor, Battery",15267,1
ML-5346,EQ-1116,B04,2026-05-16,Pre-Mission Inspection,Warrant Officer,6,"Tire Assembly, Hub Bearing",65807,1
ML-5347,EQ-1116,B04,2026-02-09,Pre-Mission Inspection,Naik Mech,48,"Sensors, Wiring Harness",45302,1
ML-5348,EQ-1116,B04,2025-11-08,Corrective Repair,Subedar Tech,6,"Alternator, Belt Drive",62459,5
ML-5349,EQ-1116,B04,2025-08-09,Emergency Repair,Naik Mech,6,"Sensors, Wiring Harness",56391,1
ML-5350,EQ-1117,B01,2026-06-26,Emergency Repair,Subedar Tech,48,"Tire Assembly, Hub Bearing",23429,7
ML-5351,EQ-1117,B01,2026-05-07,Emergency Repair,Naik Mech,6,"Alternator, Belt Drive",21689,1
ML-5352,EQ-1117,B01,2026-04-01,Oil & Filter Overhaul,Naik Mech,16,"Sensors, Wiring Harness",28297,1
ML-5353,EQ-1117,B01,2026-02-24,Pre-Mission Inspection,Sergeant,48,"Oil Filter, Gaskets",29760,1
ML-5354,EQ-1118,B01,2026-06-07,Oil & Filter Overhaul,Subedar Tech,8,"Tire Assembly, Hub Bearing",13941,1
ML-5355,EQ-1118,B01,2026-04-07,Corrective Repair,Havildar Tech,24,"Sensors, Wiring Harness",12992,2
ML-5356,EQ-1118,B01,2026-02-10,Corrective Repair,Sergeant,6,"Brake Pads, Hydraulic Line",16008,5
ML-5357,EQ-1118,B01,2025-12-16,Corrective Repair,Warrant Officer,16,"Oil Filter, Gaskets",16130,1
ML-5358,EQ-1119,B06,2026-06-04,Pre-Mission Inspection,Subedar Tech,4,"Starter Motor, Battery",95361,1
ML-5359,EQ-1119,B06,2026-04-19,Pre-Mission Inspection,Naik Mech,16,"Starter Motor, Battery",73821,1
ML-5360,EQ-1120,B05,2026-05-14,Corrective Repair,Sergeant,48,"Alternator, Belt Drive",49973,2
ML-5361,EQ-1120,B05,2026-02-10,Oil & Filter Overhaul,Naik Mech,16,"Oil Filter, Gaskets",65344,1
ML-5362,EQ-1120,B05,2025-11-13,Pre-Mission Inspection,Subedar Tech,16,"Brake Pads, Hydraulic Line",54164,1
ML-5363,EQ-1120,B05,2025-08-18,Pre-Mission Inspection,Sergeant,48,"Alternator, Belt Drive",65801,1
ML-5364,EQ-1121,B02,2026-05-12,Oil & Filter Overhaul,Naik Mech,16,"Oil Filter, Gaskets",66023,1
ML-5365,EQ-1121,B02,2026-02-15,Routine Preventive,Sergeant,24,"Radiator Core, Coolant",43255,1
ML-5366,EQ-1121,B02,2025-11-21,Pre-Mission Inspection,Subedar Tech,8,"Starter Motor, Battery",53381,1
ML-5367,EQ-1122,B02,2026-07-23,Emergency Repair,Sergeant,8,"Radiator Core, Coolant",81617,3
ML-5368,EQ-1122,B02,2026-06-09,Emergency Repair,Naik Mech,48,"Alternator, Belt Drive",58935,7
ML-5369,EQ-1122,B02,2026-05-21,Emergency Repair,Sergeant,48,"Sensors, Wiring Harness",54546,1
ML-5370,EQ-1122,B02,2026-04-09,Emergency Repair,Havildar Tech,48,"Injector Nozzle, Fuel Filter",64542,7
ML-5371,EQ-1123,B03,2026-07-05,Routine Preventive,Subedar Tech,24,"Starter Motor, Battery",33326,1
ML-5372,EQ-1123,B03,2026-05-18,Corrective Repair,Naik Mech,48,"Sensors, Wiring Harness",27730,2
ML-5373,EQ-1123,B03,2026-03-26,Emergency Repair,Naik Mech,6,"Sensors, Wiring Harness",31034,7
ML-5374,EQ-1123,B03,2026-02-07,Oil & Filter Overhaul,Subedar Tech,48,"Tire Assembly, Hub Bearing",29911,1
ML-5375,EQ-1124,B04,2026-07-03,Oil & Filter Overhaul,Subedar Tech,24,"Injector Nozzle, Fuel Filter",28014,1
ML-5376,EQ-1124,B04,2026-05-15,Routine Preventive,Warrant Officer,12,"Tire Assembly, Hub Bearing",29286,1
ML-5377,EQ-1124,B04,2026-03-22,Corrective Repair,Subedar Tech,24,"Injector Nozzle, Fuel Filter",24182,5
ML-5378,EQ-1124,B04,2026-02-04,Routine Preventive,Naik Mech,12,"Brake Pads, Hydraulic Line",28482,1
ML-5379,EQ-1125,B02,2026-06-16,Corrective Repair,Naik Mech,24,"Brake Pads, Hydraulic Line",17090,5
ML-5380,EQ-1125,B02,2026-04-22,Routine Preventive,Warrant Officer,12,"Oil Filter, Gaskets",11281,1
ML-5381,EQ-1125,B02,2026-02-08,Oil & Filter Overhaul,Sergeant,4,"Brake Pads, Hydraulic Line",15884,1
ML-5382,EQ-1125,B02,2025-12-22,Corrective Repair,Naik Mech,12,"Alternator, Belt Drive",11204,3
ML-5383,EQ-1126,B03,2026-06-08,Oil & Filter Overhaul,Warrant Officer,16,"Alternator, Belt Drive",15023,1
ML-5384,EQ-1126,B03,2026-04-08,Oil & Filter Overhaul,Subedar Tech,4,"Tire Assembly, Hub Bearing",12186,1
ML-5385,EQ-1126,B03,2026-02-11,Routine Preventive,Sergeant,8,"Oil Filter, Gaskets",12411,1
ML-5386,EQ-1127,B06,2026-06-19,Emergency Repair,Naik Mech,24,"Sensors, Wiring Harness",105673,3
ML-5387,EQ-1127,B06,2026-04-23,Oil & Filter Overhaul,Sergeant,6,"Alternator, Belt Drive",91989,1
ML-5388,EQ-1128,B06,2026-05-19,Oil & Filter Overhaul,Warrant Officer,8,"Tire Assembly, Hub Bearing",49826,1
ML-5389,EQ-1128,B06,2026-02-23,Routine Preventive,Subedar Tech,48,"Injector Nozzle, Fuel Filter",49518,1
ML-5390,EQ-1128,B06,2025-11-14,Corrective Repair,Subedar Tech,12,"Injector Nozzle, Fuel Filter",42684,5
ML-5391,EQ-1129,B06,2026-06-07,Oil & Filter Overhaul,Naik Mech,8,"Tire Assembly, Hub Bearing",14206,1
ML-5392,EQ-1129,B06,2026-04-14,Routine Preventive,Naik Mech,48,"Starter Motor, Battery",16726,1
ML-5393,EQ-1130,B04,2026-05-24,Pre-Mission Inspection,Havildar Tech,24,"Injector Nozzle, Fuel Filter",42378,1
ML-5394,EQ-1130,B04,2026-02-20,Emergency Repair,Naik Mech,8,"Radiator Core, Coolant",53679,1
ML-5395,EQ-1130,B04,2025-11-14,Routine Preventive,Warrant Officer,6,"Alternator, Belt Drive",50255,1
ML-5396,EQ-1130,B04,2025-08-14,Corrective Repair,Sergeant,16,"Tire Assembly, Hub Bearing",55558,2
ML-5397,EQ-1131,B04,2026-05-14,Routine Preventive,Sergeant,6,"Radiator Core, Coolant",61286,1
ML-5398,EQ-1131,B04,2026-02-12,Pre-Mission Inspection,Naik Mech,24,"Tire Assembly, Hub Bearing",45812,1
ML-5399,EQ-1131,B04,2025-11-07,Routine Preventive,Havildar Tech,12,"Radiator Core, Coolant",48274,1
ML-5400,EQ-1131,B04,2025-08-12,Corrective Repair,Havildar Tech,4,"Injector Nozzle, Fuel Filter",58194,2
ML-5401,EQ-1132,B01,2026-06-23,Oil & Filter Overhaul,Havildar Tech,24,"Sensors, Wiring Harness",13106,1
ML-5402,EQ-1132,B01,2026-04-06,Oil & Filter Overhaul,Havildar Tech,4,"Brake Pads, Hydraulic Line",12452,1
ML-5403,EQ-1132,B01,2026-02-18,Corrective Repair,Sergeant,4,"Brake Pads, Hydraulic Line",17229,5
ML-5404,EQ-1132,B01,2025-12-20,Pre-Mission Inspection,Naik Mech,24,"Starter Motor, Battery",11952,1
ML-5405,EQ-1133,B04,2026-06-29,Oil & Filter Overhaul,Sergeant,12,"Sensors, Wiring Harness",31552,1
ML-5406,EQ-1133,B04,2026-05-18,Pre-Mission Inspection,Subedar Tech,6,"Sensors, Wiring Harness",27833,1
ML-5407,EQ-1133,B04,2026-03-30,Routine Preventive,Havildar Tech,12,"Sensors, Wiring Harness",33093,1
ML-5408,EQ-1133,B04,2026-02-15,Oil & Filter Overhaul,Havildar Tech,16,"Injector Nozzle, Fuel Filter",28264,1
ML-5409,EQ-1134,B02,2026-06-06,Oil & Filter Overhaul,Warrant Officer,24,"Brake Pads, Hydraulic Line",16935,1
ML-5410,EQ-1134,B02,2026-04-20,Pre-Mission Inspection,Subedar Tech,24,"Brake Pads, Hydraulic Line",13981,1
ML-5411,EQ-1134,B02,2026-02-23,Routine Preventive,Havildar Tech,16,"Sensors, Wiring Harness",15649,1
ML-5412,EQ-1135,B07,2026-05-06,Emergency Repair,Subedar Tech,4,"Starter Motor, Battery",55986,5
ML-5413,EQ-1135,B07,2026-02-20,Pre-Mission Inspection,Havildar Tech,4,"Tire Assembly, Hub Bearing",44289,1
ML-5414,EQ-1135,B07,2025-11-09,Pre-Mission Inspection,Warrant Officer,4,"Sensors, Wiring Harness",51338,1
ML-5415,EQ-1136,B06,2026-06-18,Oil & Filter Overhaul,Naik Mech,16,"Oil Filter, Gaskets",12830,1
ML-5416,EQ-1136,B06,2026-04-14,Pre-Mission Inspection,Naik Mech,48,"Tire Assembly, Hub Bearing",14861,1
ML-5417,EQ-1136,B06,2026-02-10,Corrective Repair,Subedar Tech,48,"Starter Motor, Battery",10933,2
ML-5418,EQ-1137,B05,2026-06-09,Emergency Repair,Sergeant,6,"Oil Filter, Gaskets",101377,7
ML-5419,EQ-1137,B05,2026-04-24,Corrective Repair,Sergeant,4,"Alternator, Belt Drive",84192,3
ML-5420,EQ-1137,B05,2026-02-23,Emergency Repair,Subedar Tech,4,"Brake Pads, Hydraulic Line",93986,3
ML-5421,EQ-1137,B05,2025-12-23,Corrective Repair,Warrant Officer,48,"Sensors, Wiring Harness",73141,7
ML-5422,EQ-1138,B08,2026-06-15,Routine Preventive,Subedar Tech,16,"Alternator, Belt Drive",12248,1
ML-5423,EQ-1138,B08,2026-04-13,Pre-Mission Inspection,Subedar Tech,48,"Oil Filter, Gaskets",16746,1
ML-5424,EQ-1138,B08,2026-02-17,Routine Preventive,Warrant Officer,12,"Injector Nozzle, Fuel Filter",11667,1
ML-5425,EQ-1138,B08,2025-12-10,Emergency Repair,Naik Mech,16,"Starter Motor, Battery",17229,7
ML-5426,EQ-1139,B01,2026-05-30,Corrective Repair,Subedar Tech,16,"Brake Pads, Hydraulic Line",30168,2
ML-5427,EQ-1139,B01,2026-03-26,Oil & Filter Overhaul,Warrant Officer,12,"Sensors, Wiring Harness",43213,1
ML-5428,EQ-1140,B05,2026-06-05,Corrective Repair,Warrant Officer,24,"Radiator Core, Coolant",94164,5
ML-5429,EQ-1140,B05,2026-04-10,Routine Preventive,Warrant Officer,6,"Starter Motor, Battery",78678,1
ML-5430,EQ-1140,B05,2026-02-24,Corrective Repair,Naik Mech,12,"Starter Motor, Battery",115514,1
ML-5431,EQ-1140,B05,2025-12-21,Oil & Filter Overhaul,Warrant Officer,12,"Tire Assembly, Hub Bearing",115592,1
ML-5432,EQ-1141,B07,2026-05-18,Pre-Mission Inspection,Warrant Officer,12,"Oil Filter, Gaskets",54493,1
ML-5433,EQ-1141,B07,2026-02-08,Oil & Filter Overhaul,Warrant Officer,4,"Starter Motor, Battery",61000,1
ML-5434,EQ-1142,B03,2026-06-19,Routine Preventive,Warrant Officer,4,"Brake Pads, Hydraulic Line",15563,1
ML-5435,EQ-1142,B03,2026-04-05,Pre-Mission Inspection,Sergeant,16,"Sensors, Wiring Harness",13120,1
ML-5436,EQ-1142,B03,2026-02-19,Corrective Repair,Subedar Tech,12,"Oil Filter, Gaskets",13228,7
ML-5437,EQ-1142,B03,2025-12-22,Routine Preventive,Warrant Officer,6,"Injector Nozzle, Fuel Filter",11739,1
ML-5438,EQ-1143,B02,2026-07-16,Routine Preventive,Naik Mech,16,"Starter Motor, Battery",73834,1
ML-5439,EQ-1143,B02,2026-06-20,Corrective Repair,Havildar Tech,8,"Oil Filter, Gaskets",54577,7
ML-5440,EQ-1143,B02,2026-05-06,Routine Preventive,Warrant Officer,4,"Oil Filter, Gaskets",62876,1
ML-5441,EQ-1143,B02,2026-04-20,Emergency Repair,Sergeant,8,"Injector Nozzle, Fuel Filter",58201,3
ML-5442,EQ-1144,B08,2026-06-08,Emergency Repair,Sergeant,12,"Alternator, Belt Drive",17411,3
ML-5443,EQ-1144,B08,2026-04-17,Corrective Repair,Sergeant,16,"Radiator Core, Coolant",14237,7
ML-5444,EQ-1144,B08,2026-02-09,Emergency Repair,Naik Mech,24,"Tire Assembly, Hub Bearing",14197,7
ML-5445,EQ-1144,B08,2025-12-19,Routine Preventive,Havildar Tech,6,"Oil Filter, Gaskets",15496,1
ML-5446,EQ-1145,B03,2026-07-14,Corrective Repair,Naik Mech,24,"Oil Filter, Gaskets",64340,3
