Equipment_ID,Base,Equipment_Type,Status,Last_Service,Next_Service,Fuel_Used,Operating_Hours,Maintenance_Cost,Spare_Parts,Readiness
EQ-1985,Leh,Field Diesel Generator,Operational,2026-08-01,2026-09-15,368.0,259,58500,Low,92.7
EQ-2201,Kanpur,Artillery Tractor,Maintenance,2026-06-10,2026-08-24,683.0,201,86400,Critical Shortage,64%
EQ-2158,dELHI,Heavy Tactical Truck,Operational,2026-06-03,2026-08-02,,276,25600,,89.6
EQ-1231,  Pune   ,mobile radar unit,Operational,13/06/2026,12/08/2026,368.0,158,"131,200 INR",Available,93.9
EQ-1133,delhi,Field Diesel Generator,Operational,2026-06-23,2026-08-07,284.0,196,52500,Available,96.8
EQ-1489,Jodhpur,Artillery Tractor,operational,2026-06-24,2026-09-07,986.0,279,"₹60,400",Available,86.9
EQ-1829,Siliguri,Heavy Tactical Truck,Maintenance,2026-06-27,2026-08-26,431.0,156,"26,800 INR",Low,48.6%
EQ-1926,dELHI,Field Diesel Generator,Maintenance,2026-08-01,2026-09-15,230.0,168,66000,Low,63.4
EQ-2006,lucknow,Field Diesel Generator,operational,2026-07-16,2026-08-30,392.0,283,62600,Low,85.5
EQ-1717,lUCKNOW,Artillery Tractor,Operational,2026-06-12,2026-08-26,670.0,200,54100,Available,89.1
EQ-1951,Kanpur,Field Diesel Generator,Operational,2026-06-30,2026-08-14,351.0,245,55500,Critical Shortage,95.0
EQ-1061,Leh,Armored Personnel Carrier (APC),Operational,2026-07-06,2026-10-04,843.0,171,79500,Available,85.7
EQ-1354,Kanpur,Artillery_Tractor,Operational,2026-06-13,2026-08-27,692.0,187,"₹57,700",Available,87.2
EQ-1585,Jodhpur,Heavy Tactical Truck,Operational,2026-06-12,2026-08-11,511.0,183,17400,Available,95.8
EQ-1371,Leh,Armored_Personnel_Carrier_(APC),Operational,2026-07-21,2026-10-19,1045.0,196,68400,Available,86.2
EQ-1494,Kanpur,HEAVY TACTICAL TRUCK,operational,2026-07-17,2026-09-15,374.0,136,16600,Critical Shortage,84.2%
EQ-2099,Siliguri,HEAVY TACTICAL TRUCK,Operational,2026-07-14,2026-09-12,547.0,216,19700,Available,92.6
EQ-2090,Siliguri,Armored Personnel Carrier (APC),Operational,29-May-2026,27-Aug-2026,825.0,185,70000,Low,90.5
EQ-1275,KANPUR,Heavy Tactical Truck,Operational,2026-07-18,2026-09-16,354.0,130,"₹17,400",Low,82.0
EQ-1763,Leh,Field Diesel Generator,Operational,03/07/2026,17/08/2026,611.0,413,80300,Available,80%
EQ-1655,LEH,heavy tactical truck,Operational,27/07/2026,25/09/2026,729.0,290,22900,Available,0.8670
EQ-1594,Lucknow,heavy tactical truck,Operational,2026-07-08,2026-09-06,,190,18500,Available,0.9450
EQ-1034,bHOPAL,Field Diesel Generator,Operational,2026-06-28,2026-08-12,305.0,196,Rs. 44300,Available,89.6
EQ-1781,lEH,Artillery Tractor,Operational,2026-06-09,2026-08-23,776.0,203,50400,Available,83.7%
EQ-1249,Delhi,Heavy_Tactical_Truck,Operational,2026-07-31,2026-09-29,687.0,254,22600,Available,97.3
EQ-1349,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-06-27,2026-09-25,730.0,159,69000,Low,93.4
EQ-1023,Lucknow,Armored Personnel Carrier (APC),Operational,2026-05-11,2026-08-09,891.0,198,83300,Available,90.9%
EQ-1625,Kanpur,Heavy Tactical Truck,Maintenance,2026-07-20,2026-09-18,688.0,246,35100,Available,50%
EQ-1826,Bhopal,Artillery Tractor,Operational,08/06/2026,22/08/2026,893.0,267,"58,900 INR",Low,98.8
EQ-1928,Delhi,Field Diesel Generator,operational,2026-07-17,2026-08-31,435.0,282,"₹54,400",Available,96.7
EQ-1684,Siliguri,Artillery Tractor,operational,2026-06-08,2026-08-22,706.0,219,60300,Available,84.3
EQ-2080,Kanpur,Field Diesel Generator,Maintenance,2026-06-22,2026-08-06,419.0,311,95000,Available,59.8
EQ-1640,Delhi,FIELD DIESEL GENERATOR,Operational,2026-07-19,2026-09-02,270.0,182,Rs. 45200,Available,98.7
EQ-1807,Pune,Heavy Tactical Truck,operational,2026-07-08,2026-09-06,534.0,184,Rs. 17300,Low,85.8
EQ-2052,Delhi,Mobile Radar Unit,Operational,2026-07-05,2026-09-03,447.0,214,130900,Low,93.8
EQ-2024,Leh,Armored Personnel Carrier (APC),Operational,2026-07-27,2026-10-25,1584.0,302,Rs. 87600,Available,88%
EQ-1984,Kanpur,Armored Personnel Carrier (APC),maintenance,08/06/2026,06/09/2026,929.0,192,"145,000 INR",Critical Shortage,50.6
EQ-1521,Lucknow,Tactical_UAV_Launcher,Out of Service,2026-07-19,2026-08-18,134.0,111,171200,Available,16%
EQ-1458,Siliguri,Field Diesel Generator,Operational,2026-08-01,2026-09-15,270.0,197,50800,Low,94.8
EQ-1996,Pune,Armored Personnel Carrier (APC),Operational,2026-05-30,2026-08-28,946.0,180,71900,Available,90.5
EQ-2241,BHOPAL,Tactical UAV Launcher,Operational,2026-07-20,2026-08-19,188.0,176,Rs. 105300,Available,81.5
EQ-1213,Delhi,Heavy_Tactical_Truck,Operational,2026-07-28,2026-09-26,554.0,217,"₹22,200",Available,81.2
EQ-1240,Pune,Field Diesel Generator,operational,2026-06-30,2026-08-14,439.0,311,58600,Available,97.3
EQ-1885,bhopal,Artillery_Tractor,Operational,07-12-2026,09-25-2026,766.0,229,57100,Available,88.2
EQ-1952,Delhi,Mobile Radar Unit,Operational,2026-07-23,2026-09-21,513.0,212,"₹156,400",Low,91.6
EQ-1907,Bhopal,Heavy Tactical Truck,operational,2026-06-29,2026-08-28,319.0,113,"17,300 INR",Low,94.6
EQ-1745,Siliguri,Armored Personnel Carrier (APC),Operational,2026-06-15,2026-09-13,1082.0,220,"₹89,600",Low,89.2
EQ-2210,Delhi,Heavy Tactical Truck,Operational,2026-07-06,2026-09-04,644.0,253,21100,Critical Shortage,80.7
EQ-1839,lucknow,Heavy Tactical Truck,operational,2026-06-25,2026-08-24,556.0,219,"22,400 INR",Available,80.6
EQ-1567,kanpur,Heavy Tactical Truck,operational,2026-07-05,2026-09-03,204.0,83,15900,Available,88.7
EQ-2118,Lucknow,FIELD DIESEL GENERATOR,Operational,07-09-2026,08-23-2026,387.0,256,61800,Available,94.3
EQ-2061,Siliguri,Heavy Tactical Truck,Operational,2026-06-29,2026-08-28,573.0,209,"22,300 INR",Available,93.7
EQ-1973,Siliguri,Field Diesel Generator,Maintenance,2026-06-19,2026-08-03,464.0,310,78400,Available,49.7
EQ-1946,Bhopal,Armored Personnel Carrier (APC),Operational,2026-06-11,2026-09-09,662.0,141,62700,Available,94.1
EQ-1361,Delhi,Field_Diesel_Generator,Operational,2026-07-29,2026-09-12,395.0,291,56200,Low,88.5
EQ-1116,Delhi, Armored Personnel Carrier (APC) ,Operational,2026-07-19,2026-10-17,1046.0,210,81200,Available,80.7
EQ-1286,Bhopal,HEAVY TACTICAL TRUCK,operational,2026-07-12,2026-09-10,244.0,87,14400,Critical Shortage,80.5
EQ-1471,  Delhi   ,Tactical UAV Launcher,Operational,04/07/2026,03/08/2026,191.0,181,103600,Available,80.5
EQ-1659,Delhi, Mobile Radar Unit ,operational,2026-08-01,2026-09-30,423.0,204,"146,200 INR",Available,81.4
EQ-1202,Bhopal,Field Diesel Generator,Maintenance,2026-07-17,2026-08-31,419.0,293,97400,Available,45.6
EQ-1194,dELHI,Artillery Tractor,Operational,03/06/2026,17/08/2026,490.0,132,48300,Available,92.3
EQ-1709,Kanpur,Armored Personnel Carrier (APC),Operational,2026-07-22,2026-10-20,460.0,90,64700,Available,92.8
EQ-1629,delhi,Field Diesel Generator,Operational,2026-07-18,2026-09-01,378.0,263,Rs. 52700,Available,87.3
EQ-2192,Delhi,Armored Personnel Carrier (APC),Operational,2026-07-28,2026-10-26,,128,68500,Available,92.3
EQ-2159,Pune,Tactical UAV Launcher,operational,2026-07-05,2026-08-04,296.0,244,107700,Available,86.2
EQ-2091,Lucknow,Heavy Tactical Truck,Operational,2026-06-16,2026-08-15,443.0,171,20400,Available,89.2
EQ-1425,Kanpur,Tactical UAV Launcher,Operational,2026-07-16,2026-08-15,242.0,227,114600,Low,82%
EQ-1287,Bhopal, Armored Personnel Carrier (APC) ,Operational,21/07/2026,19/10/2026,879.0,187,75500,Critical Shortage,81.0
EQ-1036,Kanpur,HEAVY TACTICAL TRUCK,Maintenance,2026-06-02,2026-08-01,330.0,120,29700,Low,53.1
EQ-1357,LUCKNOW,Tactical UAV Launcher,operational,2026-07-30,2026-08-29,,194,103200,Available,0.8010
EQ-1660,JODHPUR,Heavy Tactical Truck,Maintenance,2026-08-03,2026-10-02,461.0,168,34300,Available,55.7
EQ-1715,Kanpur,Field Diesel Generator,operational,2026-06-17,2026-08-01,357.0,257,"₹51,100",Available,93.2
EQ-1896,Delhi,Heavy Tactical Truck,Operational,07-12-2026,09-10-2026,539.0,204,Rs. 21600,Available,96.5
EQ-1927,Pune,artillery tractor,Operational,2026-07-04,2026-09-17,622.0,167,50200,Available,0.9790
EQ-1233,Delhi, Field Diesel Generator ,Operational,2026-06-26,2026-08-10,351.0,262,66600,Available,80%
EQ-1724,Lucknow, Mobile Radar Unit ,Operational,2026-06-11,2026-08-10,487.0,232,129800,Available,95.8%
EQ-1590,Leh,Mobile Radar Unit,Operational,2026-07-19,2026-09-17,325.0,152,112800,Available,92.2
EQ-1226,Jodhpur,Artillery Tractor,Operational,2026-06-25,2026-09-08,818.0,249,66600,Available,93.2
EQ-1581,DELHI,Armored Personnel Carrier (APC),Operational,2026-05-31,2026-08-29,985.0,211,88400,,91.2
EQ-2105,bhopal,Field Diesel Generator,operational,2026-06-21,2026-08-05,492.0,326,"62,600 INR",Available,92.8%
EQ-1844,Kanpur,Field Diesel Generator,Operational,2026-06-19,2026-08-03,383.0,282,64300,Available,87.2
EQ-2113,LUCKNOW, Tactical UAV Launcher ,Operational,2026-07-16,2026-08-15,274.0,238,109400,Available,91.3%
EQ-1535,Delhi,Field Diesel Generator,Operational,2026-06-23,2026-08-07,294.0,220,50800,Available,93.9
EQ-1027,Bhopal,Heavy Tactical Truck,Operational,2026-07-26,2026-09-24,305.0,123,17800,Low,87.3
EQ-2049,  Jodhpur   ,Armored Personnel Carrier (APC),Operational,03/06/2026,01/09/2026,1344.0,268,Rs. 85200,Available,83.0
EQ-1454,Pune,Heavy Tactical Truck,operational,10-Jul-2026,08-Sep-2026,486.0,197,18400,Available,96.5
EQ-2050,Lucknow,Field Diesel Generator,Operational,2026-06-24,2026-08-08,493.0,342,60600,Available,95.0
EQ-1379,Leh,Field Diesel Generator,Out of Service,2026-06-22,2026-08-06,520.0,391,120500,Critical Shortage,38.0
EQ-1738,Delhi,Artillery Tractor,Operational,13/07/2026,26/09/2026,836.0,244,64900,Available,95.4
EQ-2211,Kanpur,Heavy Tactical Truck,operational,2026-06-18,2026-08-17,342.0,119,18400,Available,84.5
EQ-1159,Delhi,Artillery Tractor,Operational,25-Jul-2026,08-Oct-2026,439.0,135,46700,Available,0.9620
EQ-1605,PUNE,Field Diesel Generator,Maintenance,2026-06-19,2026-08-03,366.0,284,101000,Available,0.5190
EQ-1190,Kanpur,Artillery Tractor,Operational,2026-06-20,2026-09-03,406.0,119,51600,Critical Shortage,85.4
EQ-1165,bHOPAL,Heavy Tactical Truck,Operational,2026-07-15,2026-09-13,610.0,218,21200,Available,90.5
EQ-1947,Siliguri,Mobile Radar Unit,Operational,2026-08-02,2026-10-01,251.0,118,114800,Available,82.7
EQ-2180,Kanpur,Mobile Radar Unit,Operational,2026-06-11,2026-08-10,293.0,139,132400,Available,93.6
EQ-1319,Kanpur,Field Diesel Generator,Operational,2026-06-28,2026-08-12,416.0,279,63500,Available,92.1
EQ-1176,Leh,Artillery Tractor,Operational,07-24-2026,10-07-2026,760.0,236,64400,Available,97.5%
EQ-2168,Siliguri,Mobile Radar Unit,Operational,2026-07-25,2026-09-23,466.0,223,127500,Available,0.8620
EQ-1307,  Bhopal   ,Heavy Tactical Truck,Operational,2026-07-08,2026-09-06,631.0,232,20500,Available,80.3
EQ-1285,leh,Field Diesel Generator,Maintenance,2026-07-16,2026-08-30,512.0,387,118900,Available,64.1
EQ-1099,Delhi, Tactical UAV Launcher ,Maintenance,2026-08-04,2026-09-03,220.0,195,"₹175,700",Available,50.7
EQ-1704,bhopal,Field Diesel Generator,Operational,2026-06-16,2026-07-31,231.0,175,57100,Available,97.3%
EQ-2218,Pune, Armored Personnel Carrier (APC) ,Operational,07-04-2026,10-02-2026,1066.0,208,"83,700 INR",Available,88.8
EQ-2227,Lucknow,Armored Personnel Carrier (APC),Operational,22/06/2026,20/09/2026,919.0,197,71300,Available,93%
EQ-1044,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-05-03,2026-08-01,923.0,179,79000,Available,82.5
EQ-1872,Lucknow,Tactical UAV Launcher,Operational,2026-07-12,2026-08-11,184.0,155,82400,Available,94.4
EQ-1838,Delhi,Heavy Tactical Truck,operational,2026-07-30,2026-09-28,375.0,130,17800,Available,92.2
EQ-2011,Jodhpur,FIELD DIESEL GENERATOR,Operational,2026-06-21,2026-08-05,514.0,339,64000,Available,92.7%
EQ-1942,jODHPUR,Heavy Tactical Truck,operational,2026-07-23,2026-09-21,570.0,214,"22,800 INR",Available,92.9
EQ-2058,Delhi,Field Diesel Generator,Operational,2026-07-04,2026-08-18,470.0,330,Rs. 62400,Available,94.9
EQ-1057,Kanpur,Tactical UAV Launcher,Out of Service,2026-06-25,2026-07-25,155.0,153,169900,Critical Shortage,34.4
EQ-2072,lucknow,Field Diesel Generator,Operational,2026-07-05,2026-08-19,,288,"₹62,900",Available,96.1
EQ-1297,  Bhopal   ,Field Diesel Generator,Operational,2026-06-29,2026-08-13,481.0,313,57000,Critical Shortage,93.7
EQ-1789,Lucknow,Field Diesel Generator,Operational,2026-07-17,2026-08-31,328.0,255,55800,Available,87.9
EQ-1058,dELHI,armored personnel carrier (apc),operational,2026-06-02,2026-08-31,932.0,179,69000,Available,90.2
EQ-1692,dELHI,Heavy_Tactical_Truck,Operational,01-Jun-2026,31-Jul-2026,641.0,227,18600,Available,93.3
EQ-1446,Leh,Armored Personnel Carrier (APC),Operational,2026-05-19,2026-08-17,1179.0,228,"₹77,000",Low,89.5
EQ-1335,Pune,Tactical UAV Launcher,Operational,2026-07-07,2026-08-06,251.0,243,Rs. 95000,Available,87.2
EQ-1362,Leh,Artillery Tractor,Operational,2026-08-03,2026-10-17,,271,Rs. 63700,Available,91.2
EQ-1667,Jodhpur,Field Diesel Generator,Operational,2026-07-14,2026-08-28,361.0,244,59700,Available,95.2
EQ-2025,Lucknow,Heavy Tactical Truck,Maintenance,2026-07-30,2026-09-28,644.0,252,32300,,65.3
EQ-1090,Kanpur,Artillery Tractor,maintenance,2026-05-20,2026-08-03,809.0,220,95700,Available,47.3
EQ-1170,  Bhopal   ,Field Diesel Generator,Operational,2026-07-05,2026-08-19,299.0,214,Rs. 61200,Critical Shortage,97.6
EQ-1404,Pune,Field Diesel Generator,Operational,2026-07-18,2026-09-01,370.0,262,53900,Critical Shortage,91.9
EQ-1457,lUCKNOW,Heavy Tactical Truck,Operational,2026-07-29,2026-09-27,459.0,170,"18,800 INR",Available,93.7
EQ-1329,Siliguri,Heavy_Tactical_Truck,Operational,2026-06-16,2026-08-15,505.0,203,21700,Available,96.2
EQ-1382,kanpur,ARMORED PERSONNEL CARRIER (APC),Operational,2026-06-10,2026-09-08,,165,77800,Low,98.0
EQ-1340,Jodhpur,Tactical UAV Launcher,Operational,2026-07-24,2026-08-23,190.0,166,88600,Critical Shortage,98.2
EQ-1328,Bhopal,Heavy Tactical Truck,operational,2026-06-02,2026-08-01,539.0,210,19500,Low,88.4
EQ-1341,Jodhpur,Mobile Radar Unit,maintenance,16/06/2026,15/08/2026,353.0,153,196900,Critical Shortage,0.5310
EQ-1886,Bhopal,Armored Personnel Carrier (APC),Operational,2026-06-13,2026-09-11,1456.0,287,95100,Low,80.7
EQ-1573,Leh,Field Diesel Generator,Operational,2026-07-30,2026-09-13,398.0,279,56400,Available,98.6
EQ-2170,Bhopal,Mobile Radar Unit,operational,30-07-2026,28-09-2026,583.0,237,151100,Low,95.7
EQ-2134,Delhi,Armored Personnel Carrier (APC),Operational,2026-06-04,2026-09-02,,217,"72,500 INR",Low,81.8%
EQ-2030,Siliguri,Field Diesel Generator,Operational,2026-06-22,2026-08-06,294.0,198,46200,Available,94.6
EQ-1398,Kanpur,Mobile Radar Unit,Operational,2026-07-08,2026-09-06,556.0,262,166500,Available,84.7
EQ-1616,Kanpur,Mobile Radar Unit,Operational,24-06-2026,23-08-2026,,201,138400,Available,90.5%
EQ-1374,Lucknow,Mobile Radar Unit,Operational,2026-06-28,2026-08-27,511.0,242,159300,Low,0.9280
EQ-1401,Siliguri,Field Diesel Generator,Operational,2026-07-04,2026-08-18,227.0,164,47800,Low,95.5
EQ-2198,Bhopal,Field Diesel Generator,Operational,2026-07-30,2026-09-13,410.0,293,52900,Critical Shortage,93.8
EQ-1923,Jodhpur,Heavy Tactical Truck,Operational,17-Jun-2026,16-Aug-2026,452.0,180,Rs. 18800,Available,81.2
EQ-1964,Kanpur,Heavy_Tactical_Truck,Operational,2026-06-03,2026-08-02,527.0,206,"₹19,500",Available,82%
EQ-1658,Kanpur,Heavy Tactical Truck,operational,2026-07-10,2026-09-08,488.0,173,21300,Available,85.2
EQ-1597,  Bhopal   ,Field Diesel Generator,operational,2026-06-21,2026-08-05,342.0,243,54800,Available,98.6
EQ-2136,lUCKNOW,Armored Personnel Carrier (APC),Operational,2026-06-15,2026-09-13,1089.0,243,91000,Available,83.2
EQ-1384,Lucknow,Tactical UAV Launcher,Operational,2026-07-26,2026-08-25,172.0,168,Rs. 88300,Critical Shortage,94.3
EQ-2167,Kanpur,Armored Personnel Carrier (APC),maintenance,2026-04-28,2026-07-27,1204.0,264,122100,Low,54.3
EQ-1406,Siliguri,Mobile_Radar_Unit,operational,2026-07-02,2026-08-31,534.0,226,159600,Available,82.2
EQ-2004,Lucknow,FIELD DIESEL GENERATOR,Operational,24/06/2026,08/08/2026,335.0,221,"₹65,300",Available,88.2
EQ-2225,Lucknow,Heavy Tactical Truck,Operational,2026-06-02,2026-08-01,449.0,166,19600,Available,88.9
EQ-1864,Lucknow,Field_Diesel_Generator,Operational,2026-06-27,2026-08-11,504.0,367,63000,Available,97.2
EQ-2182,Leh,Mobile_Radar_Unit,Operational,25-07-2026,23-09-2026,597.0,264,Rs. 166700,Available,90.1
EQ-1963,sILIGURI,Heavy_Tactical_Truck,operational,2026-06-11,2026-08-10,502.0,183,20900,Available,85.2
EQ-1867,Delhi,Heavy Tactical Truck,Operational,20/06/2026,19/08/2026,540.0,187,"17,300 INR",Low,0.9740
EQ-2243,Jodhpur,Field Diesel Generator,Operational,2026-06-30,2026-08-14,311.0,225,54000,Critical Shortage,92.4
EQ-1250,bhopal,Artillery Tractor,Operational,2026-07-20,2026-10-03,797.0,215,53400,Low,98.2
EQ-1385,Kanpur, Tactical UAV Launcher ,Operational,2026-07-31,2026-08-30,161.0,157,96600,Available,94.8
EQ-1994,DELHI,Tactical UAV Launcher,Operational,08-07-2026,07-08-2026,,160,Rs. 92700,Low,85.0
EQ-1264,LUCKNOW,Tactical UAV Launcher,Operational,2026-07-12,2026-08-11,169.0,143,83300,Available,84.0
EQ-1113,Leh,Field Diesel Generator,Operational,2026-07-09,2026-08-23,398.0,263,Rs. 51100,Available,94.9
EQ-1772,Delhi,Heavy Tactical Truck,Operational,2026-06-07,2026-08-06,404.0,149,18400,Low,83.1
EQ-1487,Delhi,Mobile Radar Unit,Operational,06-06-2026,05-08-2026,346.0,162,135700,Available,87.9
EQ-1504,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-07-20,2026-10-18,1178.0,223,72300,Available,86.5
EQ-1804,BHOPAL,Field Diesel Generator,operational,2026-07-20,2026-09-03,354.0,232,58200,Low,81.2
EQ-1111,Bhopal, Heavy Tactical Truck ,Operational,2026-07-31,2026-09-29,244.0,88,16800,Available,81%
EQ-1082,Kanpur,Tactical UAV Launcher,operational,07-05-2026,08-04-2026,231.0,212,114400,Available,94%
EQ-1953,Kanpur,Artillery Tractor,Operational,2026-07-20,2026-10-03,496.0,132,44900,Available,81.4
EQ-1001,delhi,Heavy Tactical Truck,Operational,2026-07-25,2026-09-23,546.0,197,"20,500 INR",Available,80.6
EQ-1388,  Lucknow   ,Field Diesel Generator,Operational,07-09-2026,08-23-2026,556.0,372,69600,Available,0.9080
EQ-1008,lucknow,Armored Personnel Carrier (APC),Maintenance,2026-07-13,2026-10-11,1142.0,233,"₹101,700",Available,64.8
EQ-1564,BHOPAL,Field Diesel Generator,operational,2026-07-01,2026-08-15,373.0,240,60800,Critical Shortage,87.4
EQ-1142,bhopal,Heavy Tactical Truck,Maintenance,2026-07-18,2026-09-16,563.0,233,"₹35,500",Available,0.4710
EQ-2094,LUCKNOW,Field Diesel Generator,Operational,18-Jun-2026,02-Aug-2026,359.0,263,60500,Available,84.3
EQ-1442,Kanpur,Armored Personnel Carrier (APC),Maintenance,2026-07-19,2026-10-17,969.0,193,139400,Critical Shortage,64.5
EQ-1744,  Delhi   ,Heavy Tactical Truck,Operational,07-22-2026,09-20-2026,426.0,176,18800,Low,83.6
EQ-1939,Kanpur,Tactical UAV Launcher,operational,2026-07-10,2026-08-09,251.0,207,100000,Available,93.3
EQ-1931,  Kanpur   ,Armored Personnel Carrier (APC),Operational,2026-05-14,2026-08-12,812.0,167,63900,Available,89.1
EQ-2126,Jodhpur,Armored Personnel Carrier (APC),maintenance,2026-07-02,2026-09-30,674.0,137,112000,Low,48.9
EQ-1586,bhopal,Armored Personnel Carrier (APC),Operational,2026-05-28,2026-08-26,947.0,207,"₹68,900",Low,93.6
EQ-1770,Delhi,Armored Personnel Carrier (APC),Operational,2026-06-11,2026-09-09,1287.0,285,"89,200 INR",Available,98.6
EQ-2000,Kanpur,Armored Personnel Carrier (APC),operational,12/07/2026,10/10/2026,1097.0,223,79500,Available,89.9
EQ-1836,Leh,HEAVY TACTICAL TRUCK,Out of Service,2026-06-11,2026-08-10,498.0,185,38300,Critical Shortage,38.0
EQ-1563,kanpur,TACTICAL UAV LAUNCHER,Operational,2026-07-14,2026-08-13,286.0,238,117200,Available,80.0
EQ-2064,Delhi,Field Diesel Generator,operational,2026-07-21,2026-09-04,228.0,155,44300,Available,0.8330
EQ-1575,Lucknow,Tactical UAV Launcher,Operational,2026-07-04,2026-08-03,263.0,236,"94,200 INR",Low,83%
EQ-1377,Bhopal,Field Diesel Generator,Operational,2026-07-13,2026-08-27,459.0,312,64900,Available,86.1
EQ-1842,delhi,Heavy Tactical Truck,Operational,2026-07-09,2026-09-07,492.0,205,22400,Available,89.9
EQ-1993,Delhi,Heavy Tactical Truck,Operational,2026-07-12,2026-09-10,401.0,163,16900,Available,80%
EQ-1239,Jodhpur,Field_Diesel_Generator,Operational,2026-07-23,2026-09-06,329.0,220,63300,Available,0.8340
EQ-1780,Kanpur,Heavy Tactical Truck,Out of Service,2026-05-26,2026-07-25,581.0,202,41800,Low,29.7
EQ-1661,Lucknow,Heavy Tactical Truck,Operational,2026-06-24,2026-08-23,362.0,149,17000,Available,81.0
EQ-1332,Bhopal,Mobile Radar Unit,Maintenance,2026-06-11,2026-08-10,328.0,150,262700,Critical Shortage,65.1
EQ-1472,Kanpur,TACTICAL UAV LAUNCHER,Operational,07-06-2026,08-05-2026,88.0,79,"74,300 INR",Critical Shortage,82.6%
EQ-1688,BHOPAL,HEAVY TACTICAL TRUCK,operational,2026-07-15,2026-09-13,,158,20800,Low,89.5
EQ-1478,Kanpur,Mobile Radar Unit,Maintenance,04-Jul-2026,02-Sep-2026,514.0,210,"183,500 INR",Available,49.7%
EQ-1197,Delhi,Field Diesel Generator,Operational,2026-06-29,2026-08-13,293.0,206,"₹59,700",Available,97.2
EQ-2217,Leh,Heavy Tactical Truck,Operational,2026-07-14,2026-09-12,382.0,144,19000,Low,89.7
EQ-2173,Delhi,Heavy Tactical Truck,Operational,2026-06-15,2026-08-14,459.0,179,19800,Available,94.8
EQ-1682,Delhi,Field Diesel Generator,operational,2026-07-06,2026-08-20,269.0,192,"56,900 INR",Available,96.4%
EQ-1483,Lucknow,Artillery Tractor,Operational,05-17-2026,07-31-2026,434.0,114,"₹46,400",Available,90.6
EQ-1543,Lucknow,Field Diesel Generator,operational,2026-07-20,2026-09-03,412.0,291,62900,Critical Shortage,83.9%
EQ-1330,Jodhpur,Heavy Tactical Truck,Operational,2026-08-02,2026-10-01,573.0,203,"19,400 INR",Available,95.0
EQ-2116,Jodhpur,Field Diesel Generator,Operational,2026-07-17,2026-08-31,381.0,281,56300,Available,84.3
EQ-1351,Pune,Artillery Tractor,Maintenance,09-Jun-2026,23-Aug-2026,733.0,210,108500,Available,46%
EQ-2079,Delhi,Heavy Tactical Truck,Operational,31-07-2026,29-09-2026,,242,19200,Available,95.8
EQ-1917,Bhopal,artillery tractor,Maintenance,2026-05-29,2026-08-12,772.0,225,82400,Available,58.3
EQ-1266,kanpur,Field Diesel Generator,Operational,2026-06-23,2026-08-07,285.0,185,52000,Low,87.9
EQ-1391,Bhopal,Heavy Tactical Truck,operational,2026-06-22,2026-08-21,351.0,134,"16,500 INR",Available,87.0
EQ-1198,Lucknow,Heavy Tactical Truck,Operational,20/06/2026,19/08/2026,511.0,181,"₹20,800",Critical Shortage,95.2
EQ-1056,Lucknow,Field Diesel Generator,operational,2026-06-25,2026-08-09,430.0,315,"₹62,300",Critical Shortage,97.8
EQ-1031,Kanpur,Artillery Tractor,Out of Service,2026-05-16,2026-07-30,552.0,164,"98,400 INR",Available,37.8
EQ-1115,  Jodhpur   ,Heavy Tactical Truck,Operational,2026-06-20,2026-08-19,453.0,166,19300,Available,97.1
EQ-2141,Delhi,Artillery Tractor,Operational,2026-06-14,2026-08-28,599.0,180,55300,Low,82.8
EQ-1474,Bhopal,Armored Personnel Carrier (APC),Maintenance,2026-07-14,2026-10-12,1400.0,263,119000,Critical Shortage,57.8
EQ-1305,Delhi,Heavy Tactical Truck,Maintenance,06-06-2026,05-08-2026,452.0,174,Rs. 34000,Available,62.5
EQ-1046,Lucknow,Armored Personnel Carrier (APC),operational,2026-05-19,2026-08-17,841.0,159,80200,Available,85.2
EQ-2175,Lucknow,Mobile Radar Unit,Operational,2026-06-22,2026-08-21,330.0,157,126900,Available,94%
EQ-2231,Leh,Armored Personnel Carrier (APC),Operational,2026-07-27,2026-10-25,832.0,167,76300,Available,86.9
EQ-1350,Pune,heavy tactical truck,Operational,2026-07-14,2026-09-12,426.0,165,20700,Available,93.4
EQ-1320,Leh, Armored Personnel Carrier (APC) ,operational,18/05/2026,16/08/2026,935.0,188,72900,Available,88.2
EQ-1536,Delhi,Field Diesel Generator,Operational,2026-07-17,2026-08-31,370.0,262,62300,Available,91.5
EQ-1299,Jodhpur,HEAVY TACTICAL TRUCK,Operational,2026-06-10,2026-08-09,567.0,211,20600,Critical Shortage,95.8
EQ-1280,Bhopal,Heavy Tactical Truck,maintenance,2026-06-21,2026-08-20,375.0,157,27900,Low,50.8
EQ-1611,Delhi,Armored Personnel Carrier (APC),Maintenance,2026-05-14,2026-08-12,1107.0,227,Rs. 155500,Available,0.6270
EQ-1676,  Kanpur   ,Tactical UAV Launcher,operational,2026-07-08,2026-08-07,,156,92100,Critical Shortage,91.2
EQ-1589,  Bhopal   ,Field Diesel Generator,Maintenance,2026-06-16,2026-07-31,427.0,309,78600,Low,46.7
EQ-1270,Siliguri,heavy tactical truck,Operational,2026-06-16,2026-08-15,497.0,180,17500,Low,95.1
